seqid	source	type	start	end	score	strand	phase	ID	Name	collected-by	culture-collection	gbkey	strain	type-material	gene_biotype	locus_tag	old_locus_tag	Parent	Ontology_term	go_function	go_process	product	protein_id	gene	go_component	anticodon	bound_moiety	regulatory_class	gene_synonym	partial	transl_except	rpt_family	rpt_unit_range	rpt_unit_seq
NZ_CP065640.1	Protein Homology	CDS	57597	58619	.	-	0	cds-WP_015673291.1	WP_015673291.1			CDS				I6G83_RS00285		gene-I6G83_RS00285				sulfate ABC transporter substrate-binding protein	WP_015673291.1											
NZ_CP065640.1	RefSeq	gene	58823	59725	.	-	.	gene-I6G83_RS00290	I6G83_RS00290			Gene			protein_coding	I6G83_RS00290	I6G83_00290																	
NZ_CP065640.1	Protein Homology	CDS	58823	59725	.	-	0	cds-WP_054307299.1	WP_054307299.1			CDS				I6G83_RS00290		gene-I6G83_RS00290	GO:0004601,GO:0020037	peroxidase activity|0004601||IEA,heme binding|0020037||IEA		Dyp-type peroxidase	WP_054307299.1											
NZ_CP065640.1	RefSeq	gene	59862	60446	.	-	.	gene-I6G83_RS00295	I6G83_RS00295			Gene			protein_coding	I6G83_RS00295	I6G83_00295																	
NZ_CP065640.1	Protein Homology	CDS	59862	60446	.	-	0	cds-WP_015673293.1	WP_015673293.1			CDS				I6G83_RS00295		gene-I6G83_RS00295				RpoE-regulated lipoprotein	WP_015673293.1											
NZ_CP065640.1	RefSeq	gene	60599	61054	.	-	.	gene-I6G83_RS00300	I6G83_RS00300			Gene			protein_coding	I6G83_RS00300	I6G83_00300																	
NZ_CP065640.1	Protein Homology	CDS	60599	61054	.	-	0	cds-WP_054307298.1	WP_054307298.1			CDS				I6G83_RS00300		gene-I6G83_RS00300				DUF2919 domain-containing protein	WP_054307298.1											
NZ_CP065640.1	RefSeq	gene	61251	61643	.	+	.	gene-I6G83_RS00305	I6G83_RS00305			Gene			protein_coding	I6G83_RS00305	I6G83_00305																	
NZ_CP065640.1	Protein Homology	CDS	61251	61643	.	+	0	cds-WP_015673295.1	WP_015673295.1			CDS				I6G83_RS00305		gene-I6G83_RS00305				YgiW/YdeI family stress tolerance OB fold protein	WP_015673295.1											
NZ_CP065640.1	RefSeq	gene	61680	62105	.	-	.	gene-I6G83_RS00310	I6G83_RS00310			Gene			protein_coding	I6G83_RS00310	I6G83_00310																	
NZ_CP065640.1	Protein Homology	CDS	61680	62105	.	-	0	cds-WP_054307297.1	WP_054307297.1			CDS				I6G83_RS00310		gene-I6G83_RS00310	GO:0008080	N-acetyltransferase activity|0008080||IEA		GNAT family acetyltransferase	WP_054307297.1											
NZ_CP065640.1	RefSeq	gene	62421	63305	.	+	.	gene-I6G83_RS00315	amiA			Gene			protein_coding	I6G83_RS00315	I6G83_00315							amiA										
NZ_CP065640.1	Protein Homology	CDS	62421	63305	.	+	0	cds-WP_054307296.1	WP_054307296.1			CDS				I6G83_RS00315		gene-I6G83_RS00315	GO:0009253,GO:0008745	N-acetylmuramoyl-L-alanine amidase activity|0008745||IEA	peptidoglycan catabolic process|0009253||IEA	N-acetylmuramoyl-L-alanine amidase AmiA	WP_054307296.1	amiA										
NZ_CP065640.1	RefSeq	gene	63371	64291	.	+	.	gene-I6G83_RS00320	hemF			Gene			protein_coding	I6G83_RS00320	I6G83_00320							hemF										
NZ_CP065640.1	Protein Homology	CDS	63371	64291	.	+	0	cds-WP_054307295.1	WP_054307295.1			CDS				I6G83_RS00320		gene-I6G83_RS00320	GO:0006779,GO:0004109	coproporphyrinogen oxidase activity|0004109||IEA	porphyrin-containing compound biosynthetic process|0006779||IEA	oxygen-dependent coproporphyrinogen oxidase	WP_054307295.1	hemF										
NZ_CP065640.1	RefSeq	gene	64291	64740	.	+	.	gene-I6G83_RS00325	I6G83_RS00325			Gene			protein_coding	I6G83_RS00325	I6G83_00325																	
NZ_CP065640.1	Protein Homology	CDS	64291	64740	.	+	0	cds-WP_015673299.1	WP_015673299.1			CDS				I6G83_RS00325		gene-I6G83_RS00325				YaiI/YqxD family protein	WP_015673299.1											
NZ_CP065640.1	RefSeq	gene	64737	65579	.	-	.	gene-I6G83_RS00330	I6G83_RS00330			Gene			protein_coding	I6G83_RS00330	I6G83_00330																	
NZ_CP065640.1	Protein Homology	CDS	64737	65579	.	-	0	cds-WP_054307294.1	WP_054307294.1			CDS				I6G83_RS00330		gene-I6G83_RS00330				ChaN family lipoprotein	WP_054307294.1											
NZ_CP065640.1	RefSeq	gene	65737	67158	.	+	.	gene-I6G83_RS00335	mmuP			Gene			protein_coding	I6G83_RS00335	I6G83_00335							mmuP										
NZ_CP065640.1	Protein Homology	CDS	65737	67158	.	+	0	cds-WP_054307293.1	WP_054307293.1			CDS				I6G83_RS00335		gene-I6G83_RS00335	GO:0055085		transmembrane transport|0055085||IEA	S-methylmethionine permease	WP_054307293.1	mmuP										
NZ_CP065640.1	RefSeq	gene	67148	68089	.	+	.	gene-I6G83_RS00340	mmuM			Gene			protein_coding	I6G83_RS00340	I6G83_00340							mmuM										
NZ_CP065640.1	Protein Homology	CDS	67148	68089	.	+	0	cds-WP_054307292.1	WP_054307292.1			CDS				I6G83_RS00340		gene-I6G83_RS00340	GO:0009086,GO:0047150	betaine-homocysteine S-methyltransferase activity|0047150||IEA	methionine biosynthetic process|0009086||IEA	homocysteine S-methyltransferase	WP_054307292.1	mmuM										
NZ_CP065640.1	RefSeq	gene	68147	70426	.	-	.	gene-I6G83_RS00345	maeB			Gene			protein_coding	I6G83_RS00345	I6G83_00345							maeB										
NZ_CP065640.1	Protein Homology	CDS	68147	70426	.	-	0	cds-WP_062779333.1	WP_062779333.1			CDS				I6G83_RS00345		gene-I6G83_RS00345				NADP-dependent oxaloacetate-decarboxylating malate dehydrogenase	WP_062779333.1	maeB										
NZ_CP065640.1	RefSeq	gene	70702	71631	.	-	.	gene-I6G83_RS00350	I6G83_RS00350			Gene			protein_coding	I6G83_RS00350	I6G83_00350																	
NZ_CP065640.1	Protein Homology	CDS	70702	71631	.	-	0	cds-WP_054307290.1	WP_054307290.1			CDS				I6G83_RS00350		gene-I6G83_RS00350				LysR substrate-binding domain-containing protein	WP_054307290.1											
NZ_CP065640.1	RefSeq	gene	71987	72580	.	+	.	gene-I6G83_RS00355	I6G83_RS00355			Gene			protein_coding	I6G83_RS00355	I6G83_00355																	
NZ_CP065640.1	Protein Homology	CDS	71987	72580	.	+	0	cds-WP_054307289.1	WP_054307289.1			CDS				I6G83_RS00355		gene-I6G83_RS00355				lytic polysaccharide monooxygenase	WP_054307289.1											
NZ_CP065640.1	RefSeq	gene	72652	73614	.	-	.	gene-I6G83_RS00360	I6G83_RS00360			Gene			protein_coding	I6G83_RS00360	I6G83_00360																	
NZ_CP065640.1	Protein Homology	CDS	72652	73614	.	-	0	cds-WP_015673306.1	WP_015673306.1			CDS				I6G83_RS00360		gene-I6G83_RS00360	GO:0003677,GO:0030246	DNA binding|0003677||IEA,carbohydrate binding|0030246||IEA		sugar-binding transcriptional regulator	WP_015673306.1											
NZ_CP065640.1	RefSeq	gene	73767	74423	.	-	.	gene-I6G83_RS00365	dhaL			Gene			protein_coding	I6G83_RS00365	I6G83_00365							dhaL										
NZ_CP065640.1	Protein Homology	CDS	73767	74423	.	-	0	cds-WP_015673307.1	WP_015673307.1			CDS				I6G83_RS00365		gene-I6G83_RS00365	GO:0006071,GO:0004371	glycerone kinase activity|0004371||IEA	glycerol metabolic process|0006071||IEA	dihydroxyacetone kinase subunit DhaL	WP_015673307.1	dhaL										
NZ_CP065640.1	RefSeq	gene	74428	75429	.	-	.	gene-I6G83_RS00370	I6G83_RS00370			Gene			protein_coding	I6G83_RS00370	I6G83_00370																	
NZ_CP065640.1	Protein Homology	CDS	74428	75429	.	-	0	cds-WP_054307288.1	WP_054307288.1			CDS				I6G83_RS00370		gene-I6G83_RS00370	GO:0006071,GO:0004371	glycerone kinase activity|0004371||IEA	glycerol metabolic process|0006071||IEA	dihydroxyacetone kinase subunit DhaK	WP_054307288.1											
NZ_CP065640.1	RefSeq	gene	75456	76226	.	-	.	gene-I6G83_RS00375	I6G83_RS00375			Gene			protein_coding	I6G83_RS00375	I6G83_00375																	
NZ_CP065640.1	Protein Homology	CDS	75456	76226	.	-	0	cds-WP_015673309.1	WP_015673309.1			CDS				I6G83_RS00375		gene-I6G83_RS00375	GO:0016491	oxidoreductase activity|0016491||IEA		D-threitol dehydrogenase	WP_015673309.1											
NZ_CP065640.1	RefSeq	gene	76261	77529	.	-	.	gene-I6G83_RS00380	I6G83_RS00380			Gene			protein_coding	I6G83_RS00380	I6G83_00380																	
NZ_CP065640.1	Protein Homology	CDS	76261	77529	.	-	0	cds-WP_015673310.1	WP_015673310.1			CDS				I6G83_RS00380		gene-I6G83_RS00380				MFS transporter	WP_015673310.1											
NZ_CP065640.1	RefSeq	gene	77595	78707	.	-	.	gene-I6G83_RS00385	I6G83_RS00385			Gene			protein_coding	I6G83_RS00385	I6G83_00385																	
NZ_CP065640.1	Protein Homology	CDS	77595	78707	.	-	0	cds-WP_015673311.1	WP_015673311.1			CDS				I6G83_RS00385		gene-I6G83_RS00385				erythritol/L-threitol dehydrogenase	WP_015673311.1											
NZ_CP065640.1	RefSeq	gene	79025	79483	.	+	.	gene-I6G83_RS00390	rpiB			Gene			protein_coding	I6G83_RS00390	I6G83_00390							rpiB										
NZ_CP065640.1	Protein Homology	CDS	79025	79483	.	+	0	cds-WP_015673312.1	WP_015673312.1			CDS				I6G83_RS00390		gene-I6G83_RS00390	GO:0009052,GO:0004751	ribose-5-phosphate isomerase activity|0004751||IEA	pentose-phosphate shunt%2C non-oxidative branch|0009052||IEA	ribose 5-phosphate isomerase B	WP_015673312.1	rpiB										
NZ_CP065640.1	RefSeq	gene	79712	80662	.	+	.	gene-I6G83_RS00395	tal			Gene			protein_coding	I6G83_RS00395	I6G83_00395							tal										
NZ_CP065640.1	Protein Homology	CDS	79712	80662	.	+	0	cds-WP_054307287.1	WP_054307287.1			CDS				I6G83_RS00395		gene-I6G83_RS00395	GO:0006098,GO:0004801	transaldolase activity|0004801||IEA	pentose-phosphate shunt|0006098||IEA	transaldolase	WP_054307287.1	tal										
NZ_CP065640.1	RefSeq	gene	80680	82674	.	+	.	gene-I6G83_RS00400	tkt			Gene			protein_coding	I6G83_RS00400	I6G83_00400							tkt										
NZ_CP065640.1	Protein Homology	CDS	80680	82674	.	+	0	cds-WP_128143749.1	WP_128143749.1			CDS				I6G83_RS00400		gene-I6G83_RS00400	GO:0006098,GO:0004802,GO:0005737	transketolase activity|0004802||IEA	pentose-phosphate shunt|0006098||IEA	transketolase	WP_128143749.1	tkt	cytoplasm|0005737||IEA									
NZ_CP065640.1	RefSeq	gene	82880	83452	.	-	.	gene-I6G83_RS00405	nudK			Gene			protein_coding	I6G83_RS00405	I6G83_00405							nudK										
NZ_CP065640.1	Protein Homology	CDS	82880	83452	.	-	0	cds-WP_054306678.1	WP_054306678.1			CDS				I6G83_RS00405		gene-I6G83_RS00405	GO:0016818,GO:0046872	hydrolase activity%2C acting on acid anhydrides%2C in phosphorus-containing anhydrides|0016818||IEA,metal ion binding|0046872||IEA		GDP-mannose pyrophosphatase NudK	WP_054306678.1	nudK										
NZ_CP065640.1	RefSeq	gene	83562	84170	.	-	.	gene-I6G83_RS00410	napC			Gene			protein_coding	I6G83_RS00410	I6G83_00410							napC										
NZ_CP065640.1	Protein Homology	CDS	83562	84170	.	-	0	cds-WP_054306677.1	WP_054306677.1			CDS				I6G83_RS00410		gene-I6G83_RS00410				cytochrome c-type protein NapC	WP_054306677.1	napC										
NZ_CP065640.1	RefSeq	gene	84182	84631	.	-	.	gene-I6G83_RS00415	napB			Gene			protein_coding	I6G83_RS00415	I6G83_00415							napB										
NZ_CP065640.1	Protein Homology	CDS	84182	84631	.	-	0	cds-WP_015673317.1	WP_015673317.1			CDS				I6G83_RS00415		gene-I6G83_RS00415				nitrate reductase cytochrome c-type subunit	WP_015673317.1	napB										
NZ_CP065640.1	RefSeq	gene	84628	85536	.	-	.	gene-I6G83_RS00420	napH			Gene			protein_coding	I6G83_RS00420	I6G83_00420							napH										
NZ_CP065640.1	Protein Homology	CDS	84628	85536	.	-	0	cds-WP_054306676.1	WP_054306676.1			CDS				I6G83_RS00420		gene-I6G83_RS00420				quinol dehydrogenase ferredoxin subunit NapH	WP_054306676.1	napH										
NZ_CP065640.1	RefSeq	gene	85536	86288	.	-	.	gene-I6G83_RS00425	napG			Gene			protein_coding	I6G83_RS00425	I6G83_00425							napG										
NZ_CP065640.1	Protein Homology	CDS	85536	86288	.	-	0	cds-WP_015673319.1	WP_015673319.1			CDS				I6G83_RS00425		gene-I6G83_RS00425				ferredoxin-type protein NapG	WP_015673319.1	napG										
NZ_CP065640.1	RefSeq	gene	86297	88783	.	-	.	gene-I6G83_RS00430	napA			Gene			protein_coding	I6G83_RS00430	I6G83_00430							napA										
NZ_CP065640.1	Protein Homology	CDS	86297	88783	.	-	0	cds-WP_062779170.1	WP_062779170.1			CDS				I6G83_RS00430		gene-I6G83_RS00430	GO:0008940,GO:0030151,GO:0043546,GO:0051539	nitrate reductase activity|0008940||IEA,molybdenum ion binding|0030151||IEA,molybdopterin cofactor binding|0043546||IEA,4 iron%2C 4 sulfur cluster binding|0051539||IEA		nitrate reductase catalytic subunit NapA	WP_062779170.1	napA										
NZ_CP065640.1	RefSeq	gene	88780	89046	.	-	.	gene-I6G83_RS00435	napD			Gene			protein_coding	I6G83_RS00435	I6G83_00435							napD										
NZ_CP065640.1	Protein Homology	CDS	88780	89046	.	-	0	cds-WP_171020799.1	WP_171020799.1			CDS				I6G83_RS00435		gene-I6G83_RS00435				chaperone NapD	WP_171020799.1	napD										
NZ_CP065640.1	RefSeq	gene	89036	89530	.	-	.	gene-I6G83_RS00440	napF			Gene			protein_coding	I6G83_RS00440	I6G83_00440							napF										
NZ_CP065640.1	Protein Homology	CDS	89036	89530	.	-	0	cds-WP_054307008.1	WP_054307008.1			CDS				I6G83_RS00440		gene-I6G83_RS00440	GO:0051539	4 iron%2C 4 sulfur cluster binding|0051539||IEA		ferredoxin-type protein NapF	WP_054307008.1	napF										
NZ_CP065640.1	RefSeq	gene	90006	91688	.	+	.	gene-I6G83_RS00445	narQ			Gene			protein_coding	I6G83_RS00445	I6G83_00445							narQ										
NZ_CP065640.1	Protein Homology	CDS	90006	91688	.	+	0	cds-WP_054307009.1	WP_054307009.1			CDS				I6G83_RS00445		gene-I6G83_RS00445	GO:0000160,GO:0000155,GO:0046983,GO:0016020	phosphorelay sensor kinase activity|0000155||IEA,protein dimerization activity|0046983||IEA	phosphorelay signal transduction system|0000160||IEA	nitrate/nitrite two-component system sensor histidine kinase NarQ	WP_054307009.1	narQ	membrane|0016020||IEA									
NZ_CP065640.1	RefSeq	gene	91809	92441	.	+	.	gene-I6G83_RS00450	narL			Gene			protein_coding	I6G83_RS00450	I6G83_00450							narL										
NZ_CP065640.1	Protein Homology	CDS	91809	92441	.	+	0	cds-WP_054307010.1	WP_054307010.1			CDS				I6G83_RS00450		gene-I6G83_RS00450	GO:0000160,GO:0006355,GO:0003677	DNA binding|0003677||IEA	phosphorelay signal transduction system|0000160||IEA,regulation of DNA-templated transcription|0006355||IEA	two-component system response regulator NarL	WP_054307010.1	narL										
NZ_CP065640.1	RefSeq	gene	92461	92739	.	-	.	gene-I6G83_RS00455	I6G83_RS00455			Gene			protein_coding	I6G83_RS00455	I6G83_00455																	
NZ_CP065640.1	Protein Homology	CDS	92461	92739	.	-	0	cds-WP_054307011.1	WP_054307011.1			CDS				I6G83_RS00455		gene-I6G83_RS00455				winged helix-turn-helix domain-containing protein	WP_054307011.1											
NZ_CP065640.1	RefSeq	gene	92961	96095	.	+	.	gene-I6G83_RS00460	acrD			Gene			protein_coding	I6G83_RS00460	I6G83_00460							acrD										
NZ_CP065640.1	Protein Homology	CDS	92961	96095	.	+	0	cds-WP_062779173.1	WP_062779173.1			CDS				I6G83_RS00460		gene-I6G83_RS00460	GO:0042908,GO:0015562	efflux transmembrane transporter activity|0015562||IEA	xenobiotic transport|0042908||IEA	multidrug efflux RND transporter permease AcrD	WP_062779173.1	acrD										
NZ_CP065640.1	RefSeq	gene	96371	98863	.	+	.	gene-I6G83_RS00465	vgrG			Gene			protein_coding	I6G83_RS00465	I6G83_00465							vgrG										
NZ_CP065640.1	Protein Homology	CDS	96371	98863	.	+	0	cds-WP_062779176.1	WP_062779176.1			CDS				I6G83_RS00465		gene-I6G83_RS00465				type VI secretion system Vgr family protein	WP_062779176.1	vgrG										
NZ_CP065640.1	RefSeq	gene	98860	100143	.	+	.	gene-I6G83_RS00470	I6G83_RS00470			Gene			protein_coding	I6G83_RS00470	I6G83_00470																	
NZ_CP065640.1	Protein Homology	CDS	98860	100143	.	+	0	cds-WP_171020759.1	WP_171020759.1			CDS				I6G83_RS00470		gene-I6G83_RS00470				VRR-NUC domain-containing protein	WP_171020759.1											
NZ_CP065640.1	RefSeq	gene	100153	101370	.	+	.	gene-I6G83_RS00475	I6G83_RS00475			Gene			protein_coding	I6G83_RS00475	I6G83_00475																	
NZ_CP065640.1	Protein Homology	CDS	100153	101370	.	+	0	cds-WP_062779179.1	WP_062779179.1			CDS				I6G83_RS00475		gene-I6G83_RS00475				DUF3396 domain-containing protein	WP_062779179.1											
NZ_CP065640.1	RefSeq	gene	101432	102649	.	+	.	gene-I6G83_RS00480	I6G83_RS00480			Gene			protein_coding	I6G83_RS00480	I6G83_00480																	
NZ_CP065640.1	Protein Homology	CDS	101432	102649	.	+	0	cds-WP_062779182.1	WP_062779182.1			CDS				I6G83_RS00480		gene-I6G83_RS00480				DUF3396 domain-containing protein	WP_062779182.1											
NZ_CP065640.1	RefSeq	gene	102675	102818	.	+	.	gene-I6G83_RS00485	I6G83_RS00485			Gene			protein_coding	I6G83_RS00485	I6G83_00485																	
NZ_CP065640.1	GeneMarkS-2+	CDS	102675	102818	.	+	0	cds-WP_156484023.1	WP_156484023.1			CDS				I6G83_RS00485		gene-I6G83_RS00485				hypothetical protein	WP_156484023.1											
NZ_CP065640.1	RefSeq	gene	102915	103346	.	+	.	gene-I6G83_RS00490	I6G83_RS00490			Gene			protein_coding	I6G83_RS00490	I6G83_00490																	
NZ_CP065640.1	Protein Homology	CDS	102915	103346	.	+	0	cds-WP_015673327.1	WP_015673327.1			CDS				I6G83_RS00490		gene-I6G83_RS00490	GO:0008080	N-acetyltransferase activity|0008080||IEA		GNAT family N-acetyltransferase	WP_015673327.1											
NZ_CP065640.1	RefSeq	gene	103573	103938	.	+	.	gene-I6G83_RS00495	I6G83_RS00495			Gene			protein_coding	I6G83_RS00495	I6G83_00495																	
NZ_CP065640.1	Protein Homology	CDS	103573	103938	.	+	0	cds-WP_054307807.1	WP_054307807.1			CDS				I6G83_RS00495		gene-I6G83_RS00495				ArsC family reductase	WP_054307807.1											
NZ_CP065640.1	RefSeq	gene	103935	105062	.	+	.	gene-I6G83_RS00500	dapE			Gene			protein_coding	I6G83_RS00500	I6G83_00500							dapE										
NZ_CP065640.1	Protein Homology	CDS	103935	105062	.	+	0	cds-WP_015673329.1	WP_015673329.1			CDS				I6G83_RS00500		gene-I6G83_RS00500	GO:0009089,GO:0009014	succinyl-diaminopimelate desuccinylase activity|0009014||IEA	lysine biosynthetic process via diaminopimelate|0009089||IEA	succinyl-diaminopimelate desuccinylase	WP_015673329.1	dapE										
NZ_CP065640.1	RefSeq	gene	105059	105733	.	+	.	gene-I6G83_RS00505	I6G83_RS00505			Gene			protein_coding	I6G83_RS00505	I6G83_00505																	
NZ_CP065640.1	Protein Homology	CDS	105059	105733	.	+	0	cds-WP_054307806.1	WP_054307806.1			CDS				I6G83_RS00505		gene-I6G83_RS00505				M15 family metallopeptidase	WP_054307806.1											
NZ_CP065640.1	RefSeq	gene	105736	105924	.	+	.	gene-I6G83_RS00510	I6G83_RS00510			Gene			protein_coding	I6G83_RS00510	I6G83_00510																	
NZ_CP065640.1	Protein Homology	CDS	105736	105924	.	+	0	cds-WP_054307805.1	WP_054307805.1			CDS				I6G83_RS00510		gene-I6G83_RS00510				YpfN family protein	WP_054307805.1											
NZ_CP065640.1	RefSeq	gene	105956	107971	.	-	.	gene-I6G83_RS00515	I6G83_RS00515			Gene			protein_coding	I6G83_RS00515	I6G83_00515																	
NZ_CP065640.1	Protein Homology	CDS	105956	107971	.	-	0	cds-WP_062779185.1	WP_062779185.1			CDS				I6G83_RS00515		gene-I6G83_RS00515	GO:0008080,GO:0016747	N-acetyltransferase activity|0008080||IEA,acyltransferase activity%2C transferring groups other than amino-acyl groups|0016747||IEA		GNAT family N-acetyltransferase	WP_062779185.1											
NZ_CP065640.1	RefSeq	gene	108044	108910	.	-	.	gene-I6G83_RS00520	I6G83_RS00520			Gene			protein_coding	I6G83_RS00520	I6G83_00520																	
NZ_CP065640.1	Protein Homology	CDS	108044	108910	.	-	0	cds-WP_054307823.1	WP_054307823.1			CDS				I6G83_RS00520		gene-I6G83_RS00520				neutral zinc metallopeptidase	WP_054307823.1											
NZ_CP065640.1	RefSeq	gene	109101	109814	.	-	.	gene-I6G83_RS00525	purC			Gene			protein_coding	I6G83_RS00525	I6G83_00525							purC										
NZ_CP065640.1	Protein Homology	CDS	109101	109814	.	-	0	cds-WP_015673334.1	WP_015673334.1			CDS				I6G83_RS00525		gene-I6G83_RS00525	GO:0009152,GO:0004639	phosphoribosylaminoimidazolesuccinocarboxamide synthase activity|0004639||IEA	purine ribonucleotide biosynthetic process|0009152||IEA	phosphoribosylaminoimidazolesuccinocarboxamide synthase	WP_015673334.1	purC										
NZ_CP065640.1	RefSeq	gene	109941	110993	.	-	.	gene-I6G83_RS00530	bamC			Gene			protein_coding	I6G83_RS00530	I6G83_00530							bamC										
NZ_CP065640.1	Protein Homology	CDS	109941	110993	.	-	0	cds-WP_062779188.1	WP_062779188.1			CDS				I6G83_RS00530		gene-I6G83_RS00530				outer membrane protein assembly factor BamC	WP_062779188.1	bamC										
NZ_CP065640.1	RefSeq	gene	111061	111948	.	-	.	gene-I6G83_RS00535	dapA			Gene			protein_coding	I6G83_RS00535	I6G83_00535							dapA										
NZ_CP065640.1	Protein Homology	CDS	111061	111948	.	-	0	cds-WP_054306913.1	WP_054306913.1			CDS				I6G83_RS00535		gene-I6G83_RS00535	GO:0009089,GO:0008840	4-hydroxy-tetrahydrodipicolinate synthase activity|0008840||IEA	lysine biosynthetic process via diaminopimelate|0009089||IEA	4-hydroxy-tetrahydrodipicolinate synthase	WP_054306913.1	dapA										
NZ_CP065640.1	RefSeq	gene	112142	112714	.	+	.	gene-I6G83_RS00540	I6G83_RS00540			Gene			protein_coding	I6G83_RS00540	I6G83_00540																	
NZ_CP065640.1	Protein Homology	CDS	112142	112714	.	+	0	cds-WP_054306914.1	WP_054306914.1			CDS				I6G83_RS00540		gene-I6G83_RS00540				glycine cleavage system transcriptional repressor	WP_054306914.1											
NZ_CP065640.1	RefSeq	gene	112717	113184	.	+	.	gene-I6G83_RS00545	bcp			Gene			protein_coding	I6G83_RS00545	I6G83_00545							bcp										
NZ_CP065640.1	Protein Homology	CDS	112717	113184	.	+	0	cds-WP_054306915.1	WP_054306915.1			CDS				I6G83_RS00545		gene-I6G83_RS00545	GO:0016209,GO:0016491	antioxidant activity|0016209||IEA,oxidoreductase activity|0016491||IEA		thioredoxin-dependent thiol peroxidase	WP_054306915.1	bcp										
NZ_CP065640.1	RefSeq	gene	113253	114323	.	-	.	gene-I6G83_RS00550	I6G83_RS00550			Gene			protein_coding	I6G83_RS00550	I6G83_00550																	
